conID,tstID,poiID,class
7,35,0,bicycle
7,35,1,car
7,36,0,bicycle
7,36,1,car
7,37,0,bicycle
7,37,1,car
7,38,0,bicycle
7,38,1,car
7,39,0,bicycle
7,39,1,car
7,40,0,bicycle
7,40,1,car
7,41,0,bicycle
7,41,1,car
7,42,0,bicycle
7,42,1,car
7,43,0,bicycle
7,43,1,car
7,44,0,bicycle
7,44,1,car
7,45,0,bicycle
7,45,1,car
7,46,0,bicycle
7,46,1,car
7,47,0,bicycle
7,47,1,car
7,48,0,bicycle
7,48,1,car
7,49,0,bicycle
7,49,1,car
7,50,0,bicycle
7,50,1,car
7,51,0,bicycle
7,51,1,car
7,52,0,bicycle
7,52,1,car
7,53,0,bicycle
7,53,1,car
7,54,0,bicycle
7,54,1,car
7,55,0,bicycle
7,55,1,car
7,56,0,bicycle
7,56,1,car
7,57,0,bicycle
7,57,1,car
7,58,0,bicycle
7,58,1,car
7,59,0,bicycle
7,59,1,car
7,60,0,bicycle
7,60,1,car
7,61,0,bicycle
7,61,1,car
7,62,0,bicycle
7,62,1,car
7,63,0,bicycle
7,63,1,car
7,64,0,bicycle
7,64,1,car
7,65,0,bicycle
7,65,1,car
7,66,0,bicycle
7,66,1,car
7,67,0,bicycle
7,67,1,car
7,68,0,bicycle
7,68,1,car
7,69,0,bicycle
7,69,1,car
7,70,0,bicycle
7,70,1,car
7,71,0,bicycle
7,71,1,car
7,72,0,bicycle
7,72,1,car
7,73,0,bicycle
7,73,1,car
7,74,0,bicycle
7,74,1,car
7,75,0,bicycle
7,75,1,car
7,76,0,bicycle
7,76,1,car
7,77,0,bicycle
7,77,1,car
7,78,0,bicycle
7,78,1,car
7,79,0,bicycle
7,79,1,car
7,80,0,bicycle
7,80,1,car
7,81,0,bicycle
7,81,1,car
7,82,0,bicycle
7,82,1,car
7,83,0,bicycle
7,83,1,car
7,84,0,bicycle
7,84,1,car
7,85,0,bicycle
7,85,1,car
7,86,0,bicycle
7,86,1,car
7,87,0,bicycle
7,87,1,car
7,88,0,bicycle
7,88,1,car
7,89,0,bicycle
7,89,1,car
7,90,0,bicycle
7,90,1,car
7,91,0,bicycle
7,91,1,car
7,92,0,bicycle
7,92,1,car
7,93,0,bicycle
7,93,1,car
7,94,0,bicycle
7,94,1,car
7,95,0,bicycle
7,95,1,car
7,96,0,bicycle
7,96,1,car
7,97,0,bicycle
7,97,1,car
7,98,0,bicycle
7,98,1,car
7,99,0,bicycle
7,99,1,car
8,0,0,bicycle
8,0,1,car
8,1,0,bicycle
8,1,1,car
8,2,0,bicycle
8,2,1,car
8,3,0,bicycle
8,3,1,car
8,4,0,bicycle
8,4,1,car
8,5,0,bicycle
8,5,1,car
8,6,0,bicycle
8,6,1,car
8,7,0,bicycle
8,7,1,car
8,8,0,bicycle
8,8,1,car
8,9,0,bicycle
8,9,1,car
8,10,0,bicycle
8,10,1,car
8,11,0,bicycle
8,11,1,car
8,12,0,bicycle
8,12,1,car
8,13,0,bicycle
8,13,1,car
8,14,0,bicycle
8,14,1,car
8,15,0,bicycle
8,15,1,car
8,16,0,bicycle
8,16,1,car
8,17,0,bicycle
8,17,1,car
8,18,0,bicycle
8,18,1,car
8,19,0,bicycle
8,19,1,car
8,20,0,bicycle
8,20,1,car
8,21,0,bicycle
8,21,1,car
8,22,0,bicycle
8,22,1,car
8,23,0,bicycle
8,23,1,car
8,24,0,bicycle
8,24,1,car
8,25,0,bicycle
8,25,1,car
8,26,0,bicycle
8,26,1,car
8,27,0,bicycle
8,27,1,car
8,28,0,bicycle
8,28,1,car
8,29,0,bicycle
8,29,1,car
8,30,0,bicycle
8,30,1,car
8,31,0,bicycle
8,31,1,car
8,32,0,bicycle
8,32,1,car
8,33,0,bicycle
8,33,1,car
8,34,0,bicycle
8,34,1,car
8,35,0,bicycle
8,35,1,car
8,36,0,bicycle
8,36,1,car
8,37,0,bicycle
8,37,1,car
8,38,0,bicycle
8,38,1,car
8,39,0,bicycle
8,39,1,car
8,40,0,bicycle
8,40,1,car
8,41,0,bicycle
8,41,1,car
8,42,0,bicycle
8,42,1,car
8,43,0,bicycle
8,43,1,car
8,44,0,bicycle
8,44,1,car
8,45,0,bicycle
8,45,1,car
8,46,0,bicycle
8,46,1,car
8,47,0,bicycle
8,47,1,car
8,48,0,bicycle
8,48,1,car
8,49,0,bicycle
8,49,1,car
8,50,0,bicycle
8,50,1,car
8,51,0,bicycle
8,51,1,car
8,52,0,bicycle
8,52,1,car
8,53,0,bicycle
8,53,1,car
8,54,0,bicycle
8,54,1,car
8,55,0,bicycle
8,55,1,car
8,56,0,bicycle
8,56,1,car
8,57,0,bicycle
8,57,1,car
8,58,0,bicycle
8,58,1,car
8,59,0,bicycle
8,59,1,car
8,60,0,bicycle
8,60,1,car
8,61,0,bicycle
8,61,1,car
8,62,0,bicycle
8,62,1,car
8,63,0,bicycle
8,63,1,car
8,64,0,bicycle
8,64,1,car
8,65,0,bicycle
8,65,1,car
8,66,0,bicycle
8,66,1,car
8,67,0,bicycle
8,67,1,car
8,68,0,bicycle
8,68,1,car
8,69,0,bicycle
8,69,1,car
8,70,0,bicycle
8,70,1,car
8,71,0,bicycle
8,71,1,car
8,72,0,bicycle
8,72,1,car
8,73,0,bicycle
8,73,1,car
8,74,0,bicycle
8,74,1,car
8,75,0,bicycle
8,75,1,car
8,76,0,bicycle
8,76,1,car
8,77,0,bicycle
8,77,1,car
8,78,0,bicycle
8,78,1,car
8,79,0,bicycle
8,79,1,car
8,80,0,bicycle
8,80,1,car
8,81,0,bicycle
8,81,1,car
8,82,0,bicycle
8,82,1,car
8,83,0,bicycle
8,83,1,car
8,84,0,bicycle
8,84,1,car
8,85,0,bicycle
8,85,1,car
8,86,0,bicycle
8,86,1,car
8,87,0,bicycle
8,87,1,car
8,88,0,bicycle
8,88,1,car
8,89,0,bicycle
8,89,1,car
8,90,0,bicycle
8,90,1,car
8,91,0,bicycle
8,91,1,car
8,92,0,bicycle
8,92,1,car
8,93,0,bicycle
8,93,1,car
8,94,0,bicycle
8,94,1,car
8,95,0,bicycle
8,95,1,car
8,96,0,bicycle
8,96,1,car
8,97,0,bicycle
8,97,1,car
8,98,0,bicycle
8,98,1,car
8,99,0,bicycle
8,99,1,car
9,0,0,car
9,0,1,bicycle
9,1,0,car
9,1,1,bicycle
9,2,0,car
9,2,1,bicycle
9,3,0,car
9,3,1,bicycle
9,4,0,car
9,4,1,bicycle
9,5,0,car
9,5,1,bicycle
9,6,0,car
9,6,1,bicycle
9,7,0,car
9,7,1,bicycle
9,8,0,car
9,8,1,bicycle
9,9,0,car
9,9,1,bicycle
9,10,0,car
9,10,1,bicycle
9,11,0,car
9,11,1,bicycle
9,12,0,car
9,12,1,bicycle
9,13,0,car
9,13,1,bicycle
9,14,0,car
9,14,1,bicycle
9,15,0,car
9,15,1,bicycle
9,16,0,car
9,16,1,bicycle
9,17,0,car
9,17,1,bicycle
9,18,0,car
9,18,1,bicycle
9,19,0,car
9,19,1,bicycle
9,20,0,car
9,20,1,bicycle
9,21,0,car
9,21,1,bicycle
9,22,0,car
9,22,1,bicycle
9,23,0,car
9,23,1,bicycle
9,24,0,car
9,24,1,bicycle
9,25,0,car
9,25,1,bicycle
9,26,0,car
9,26,1,bicycle
9,27,0,car
9,27,1,bicycle
9,28,0,car
9,28,1,bicycle
9,29,0,car
9,29,1,bicycle
9,30,0,car
9,30,1,bicycle
9,31,0,car
9,31,1,bicycle
9,32,0,car
9,32,1,bicycle
9,33,0,car
9,33,1,bicycle
9,34,0,car
9,34,1,bicycle
9,35,0,car
9,35,1,bicycle
9,36,0,car
9,36,1,bicycle
9,37,0,car
9,37,1,bicycle
9,38,0,car
9,38,1,bicycle
9,39,0,car
9,39,1,bicycle
9,40,0,car
9,40,1,bicycle
9,41,0,car
9,41,1,bicycle
9,42,0,car
9,42,1,bicycle
9,43,0,car
9,43,1,bicycle
9,44,0,car
9,44,1,bicycle
9,45,0,car
9,45,1,bicycle
9,46,0,car
9,46,1,bicycle
9,47,0,car
9,47,1,bicycle
9,48,0,car
9,48,1,bicycle
9,49,0,car
9,49,1,bicycle
9,50,0,car
9,50,1,bicycle
9,51,0,car
9,51,1,bicycle
9,52,0,car
9,52,1,bicycle
9,53,0,car
9,53,1,bicycle
9,54,0,car
9,54,1,bicycle
9,55,0,car
9,55,1,bicycle
9,56,0,car
9,56,1,bicycle
9,57,0,car
9,57,1,bicycle
9,58,0,car
9,58,1,bicycle
9,59,0,car
9,59,1,bicycle
9,60,0,car
9,60,1,bicycle
9,61,0,car
9,61,1,bicycle
9,62,0,car
9,62,1,bicycle
9,63,0,car
9,63,1,bicycle
9,64,0,car
9,64,1,bicycle
9,65,0,car
9,65,1,bicycle
9,66,0,car
9,66,1,bicycle
9,67,0,car
9,67,1,bicycle
9,68,0,car
9,68,1,bicycle
9,69,0,car
9,69,1,bicycle
9,70,0,car
9,70,1,bicycle
9,71,0,car
9,71,1,bicycle
9,72,0,car
9,72,1,bicycle
9,73,0,car
9,73,1,bicycle
9,74,0,car
9,74,1,bicycle
9,75,0,car
9,75,1,bicycle
9,76,0,car
9,76,1,bicycle
9,77,0,car
9,77,1,bicycle
9,78,0,car
9,78,1,bicycle
9,79,0,car
9,79,1,bicycle
9,80,0,car
9,80,1,bicycle
9,81,0,car
9,81,1,bicycle
9,82,0,car
9,82,1,bicycle
9,83,0,car
9,83,1,bicycle
9,84,0,car
9,84,1,bicycle
9,85,0,car
9,85,1,bicycle
9,86,0,car
9,86,1,bicycle
9,87,0,car
9,87,1,bicycle
9,88,0,car
9,88,1,bicycle
9,89,0,car
9,89,1,bicycle
9,90,0,car
9,90,1,bicycle
9,91,0,car
9,91,1,bicycle
9,92,0,car
9,92,1,bicycle
9,93,0,car
9,93,1,bicycle
9,94,0,car
9,94,1,bicycle
9,95,0,car
9,95,1,bicycle
9,96,0,car
9,96,1,bicycle
9,97,0,car
9,97,1,bicycle
9,98,0,car
9,98,1,bicycle
9,99,0,car
9,99,1,bicycle
10,0,0,bicycle
10,0,1,car
10,1,0,bicycle
10,1,1,car
10,2,0,bicycle
10,2,1,car
10,3,0,bicycle
10,3,1,car
10,4,0,bicycle
10,4,1,car
10,5,0,bicycle
10,5,1,car
10,6,0,bicycle
10,6,1,car
10,7,0,bicycle
10,7,1,car
10,8,0,bicycle
10,8,1,car
10,9,0,bicycle
10,9,1,car
10,10,0,bicycle
10,10,1,car
10,11,0,bicycle
10,11,1,car
10,12,0,bicycle
10,12,1,car
10,13,0,bicycle
10,13,1,car
10,14,0,bicycle
10,14,1,car
10,15,0,bicycle
10,15,1,car
10,16,0,bicycle
10,16,1,car
10,17,0,bicycle
10,17,1,car
10,18,0,bicycle
10,18,1,car
10,19,0,bicycle
10,19,1,car
10,20,0,bicycle
10,20,1,car
10,21,0,bicycle
10,21,1,car
10,22,0,bicycle
10,22,1,car
10,23,0,bicycle
10,23,1,car
10,24,0,bicycle
10,24,1,car
10,25,0,bicycle
10,25,1,car
10,26,0,bicycle
10,26,1,car
10,27,0,bicycle
10,27,1,car
10,28,0,bicycle
10,28,1,car
10,29,0,bicycle
10,29,1,car
10,30,0,bicycle
10,30,1,car
10,31,0,bicycle
10,31,1,car
10,32,0,bicycle
10,32,1,car
10,33,0,bicycle
10,33,1,car
10,34,0,bicycle
10,34,1,car
10,35,0,bicycle
10,35,1,car
10,36,0,bicycle
10,36,1,car
10,37,0,bicycle
10,37,1,car
10,38,0,bicycle
10,38,1,car
10,39,0,bicycle
10,39,1,car
10,40,0,bicycle
10,40,1,car
10,41,0,bicycle
10,41,1,car
10,42,0,bicycle
10,42,1,car
10,43,0,bicycle
10,43,1,car
10,44,0,bicycle
10,44,1,car
10,45,0,bicycle
10,45,1,car
10,46,0,bicycle
10,46,1,car
10,47,0,bicycle
10,47,1,car
10,48,0,bicycle
10,48,1,car
10,49,0,bicycle
10,49,1,car
10,50,0,bicycle
10,50,1,car
10,51,0,bicycle
10,51,1,car
10,52,0,bicycle
10,52,1,car
10,53,0,bicycle
10,53,1,car
10,54,0,bicycle
10,54,1,car
10,55,0,bicycle
10,55,1,car
10,56,0,bicycle
10,56,1,car
10,57,0,bicycle
10,57,1,car
10,58,0,bicycle
10,58,1,car
10,59,0,bicycle
10,59,1,car
10,60,0,bicycle
10,60,1,car
10,61,0,bicycle
10,61,1,car
10,62,0,bicycle
10,62,1,car
10,63,0,bicycle
10,63,1,car
10,64,0,bicycle
10,64,1,car
10,65,0,bicycle
10,65,1,car
10,66,0,bicycle
10,66,1,car
10,67,0,bicycle
10,67,1,car
10,68,0,bicycle
10,68,1,car
10,69,0,bicycle
10,69,1,car
10,70,0,bicycle
10,70,1,car
10,71,0,bicycle
10,71,1,car
10,72,0,bicycle
10,72,1,car
10,73,0,bicycle
10,73,1,car
10,74,0,bicycle
10,74,1,car
10,75,0,bicycle
10,75,1,car
10,76,0,bicycle
10,76,1,car
10,77,0,bicycle
10,77,1,car
10,78,0,bicycle
10,78,1,car
10,79,0,bicycle
10,79,1,car
10,80,0,bicycle
10,80,1,car
10,81,0,bicycle
10,81,1,car
10,82,0,bicycle
10,82,1,car
10,83,0,bicycle
10,83,1,car
10,84,0,bicycle
10,84,1,car
10,85,0,bicycle
10,85,1,car
10,86,0,bicycle
10,86,1,car
10,87,0,bicycle
10,87,1,car
10,88,0,bicycle
10,88,1,car
10,89,0,bicycle
10,89,1,car
10,90,0,bicycle
10,90,1,car
10,91,0,bicycle
10,91,1,car
10,92,0,bicycle
10,92,1,car
10,93,0,bicycle
10,93,1,car
10,94,0,bicycle
10,94,1,car
10,95,0,bicycle
10,95,1,car
10,96,0,bicycle
10,96,1,car
10,97,0,bicycle
10,97,1,car
10,98,0,bicycle
10,98,1,car
10,99,0,bicycle
10,99,1,car
11,0,0,bicycle
11,0,1,car
11,1,0,bicycle
11,1,1,car
11,2,0,bicycle
11,2,1,car
11,3,0,bicycle
11,3,1,car
11,4,0,bicycle
11,4,1,car
11,5,0,bicycle
11,5,1,car
11,6,0,bicycle
11,6,1,car
11,7,0,bicycle
11,7,1,car
11,8,0,bicycle
11,8,1,car
11,9,0,bicycle
11,9,1,car
11,10,0,bicycle
11,10,1,car
11,11,0,bicycle
11,11,1,car
11,12,0,bicycle
11,12,1,car
11,13,0,bicycle
11,13,1,car
11,14,0,bicycle
11,14,1,car
11,15,0,bicycle
11,15,1,car
11,16,0,bicycle
11,16,1,car
11,17,0,bicycle
11,17,1,car
11,18,0,bicycle
11,18,1,car
11,19,0,bicycle
11,19,1,car
11,20,0,bicycle
11,20,1,car
11,21,0,bicycle
11,21,1,car
11,22,0,bicycle
11,22,1,car
11,23,0,bicycle
11,23,1,car
11,24,0,bicycle
11,24,1,car
11,25,0,bicycle
11,25,1,car
11,26,0,bicycle
11,26,1,car
11,27,0,bicycle
11,27,1,car
11,28,0,bicycle
11,28,1,car
11,29,0,bicycle
11,29,1,car
11,30,0,bicycle
11,30,1,car
11,31,0,bicycle
11,31,1,car
11,32,0,bicycle
11,32,1,car
11,33,0,bicycle
11,33,1,car
11,34,0,bicycle
11,34,1,car
11,35,0,bicycle
11,35,1,car
11,36,0,bicycle
11,36,1,car
11,37,0,bicycle
11,37,1,car
11,38,0,bicycle
11,38,1,car
11,39,0,bicycle
11,39,1,car
11,40,0,bicycle
11,40,1,car
11,41,0,bicycle
11,41,1,car
11,42,0,bicycle
11,42,1,car
11,43,0,bicycle
11,43,1,car
11,44,0,bicycle
11,44,1,car
11,45,0,bicycle
11,45,1,car
11,46,0,bicycle
11,46,1,car
11,47,0,bicycle
11,47,1,car
11,48,0,bicycle
11,48,1,car
11,49,0,bicycle
11,49,1,car
11,50,0,bicycle
11,50,1,car
11,51,0,bicycle
11,51,1,car
11,52,0,bicycle
11,52,1,car
11,53,0,bicycle
11,53,1,car
11,54,0,bicycle
11,54,1,car
11,55,0,bicycle
11,55,1,car
11,56,0,bicycle
11,56,1,car
11,57,0,bicycle
11,57,1,car
11,58,0,bicycle
11,58,1,car
11,59,0,bicycle
11,59,1,car
11,60,0,bicycle
11,60,1,car
11,61,0,bicycle
11,61,1,car
11,62,0,bicycle
11,62,1,car
11,63,0,bicycle
11,63,1,car
11,64,0,bicycle
11,64,1,car
11,65,0,bicycle
11,65,1,car
11,66,0,bicycle
11,66,1,car
11,67,0,bicycle
11,67,1,car
11,68,0,bicycle
11,68,1,car
11,69,0,bicycle
11,69,1,car
11,70,0,bicycle
11,70,1,car
11,71,0,bicycle
11,71,1,car
11,72,0,bicycle
11,72,1,car
11,73,0,bicycle
11,73,1,car
11,74,0,bicycle
11,74,1,car
11,75,0,bicycle
11,75,1,car
11,76,0,bicycle
11,76,1,car
11,77,0,bicycle
11,77,1,car
11,78,0,bicycle
11,78,1,car
11,79,0,bicycle
11,79,1,car
11,80,0,bicycle
11,80,1,car
11,81,0,bicycle
11,81,1,car
11,82,0,bicycle
11,82,1,car
11,83,0,bicycle
11,83,1,car
11,84,0,bicycle
11,84,1,car
11,85,0,bicycle
11,85,1,car
11,86,0,bicycle
11,86,1,car
11,87,0,bicycle
11,87,1,car
11,88,0,bicycle
11,88,1,car
11,89,0,bicycle
11,89,1,car
11,90,0,bicycle
11,90,1,car
11,91,0,bicycle
11,91,1,car
11,92,0,bicycle
11,92,1,car
11,93,0,bicycle
11,93,1,car
11,94,0,bicycle
11,94,1,car
11,95,0,bicycle
11,95,1,car
11,96,0,bicycle
11,96,1,car
11,97,0,bicycle
11,97,1,car
11,98,0,bicycle
11,98,1,car
11,99,0,bicycle
11,99,1,car
12,0,0,bicycle
12,0,1,car
12,1,0,bicycle
12,1,1,car
12,2,0,bicycle
12,2,1,car
12,3,0,bicycle
12,3,1,car
12,4,0,bicycle
12,4,1,car
12,5,0,bicycle
12,5,1,car
12,6,0,bicycle
12,6,1,car
12,7,0,bicycle
12,7,1,car
12,8,0,bicycle
12,8,1,car
12,9,0,bicycle
12,9,1,car
12,10,0,bicycle
12,10,1,car
12,11,0,bicycle
12,11,1,car
12,12,0,bicycle
12,12,1,car
12,13,0,bicycle
12,13,1,car
12,14,0,bicycle
12,14,1,car
12,15,0,bicycle
12,15,1,car
12,16,0,bicycle
12,16,1,car
12,17,0,bicycle
12,17,1,car
12,18,0,bicycle
12,18,1,car
12,19,0,bicycle
12,19,1,car
12,20,0,bicycle
12,20,1,car
12,21,0,bicycle
12,21,1,car
12,22,0,bicycle
12,22,1,car
12,23,0,bicycle
12,23,1,car
12,24,0,bicycle
12,24,1,car
12,25,0,bicycle
12,25,1,car
12,26,0,bicycle
12,26,1,car
12,27,0,bicycle
12,27,1,car
12,28,0,bicycle
12,28,1,car
12,29,0,bicycle
12,29,1,car
12,30,0,bicycle
12,30,1,car
12,31,0,bicycle
12,31,1,car
12,32,0,bicycle
12,32,1,car
12,33,0,bicycle
12,33,1,car
12,34,0,bicycle
12,34,1,car
12,35,0,bicycle
12,35,1,car
12,36,0,bicycle
12,36,1,car
12,37,0,bicycle
12,37,1,car
12,38,0,bicycle
12,38,1,car
12,39,0,bicycle
12,39,1,car
12,40,0,bicycle
12,40,1,car
12,41,0,bicycle
12,41,1,car
12,42,0,bicycle
12,42,1,car
12,43,0,bicycle
12,43,1,car
12,44,0,bicycle
12,44,1,car
12,45,0,bicycle
12,45,1,car
12,46,0,bicycle
12,46,1,car
12,47,0,bicycle
12,47,1,car
12,48,0,bicycle
12,48,1,car
12,49,0,bicycle
12,49,1,car
12,50,0,bicycle
12,50,1,car
12,51,0,bicycle
12,51,1,car
12,52,0,bicycle
12,52,1,car
12,53,0,bicycle
12,53,1,car
12,54,0,bicycle
12,54,1,car
12,55,0,bicycle
12,55,1,car
12,56,0,bicycle
12,56,1,car
12,57,0,bicycle
12,57,1,car
12,58,0,bicycle
12,58,1,car
12,59,0,bicycle
12,59,1,car
12,60,0,bicycle
12,60,1,car
12,61,0,bicycle
12,61,1,car
12,62,0,bicycle
12,62,1,car
12,63,0,bicycle
12,63,1,car
12,64,0,bicycle
12,64,1,car
12,65,0,bicycle
12,65,1,car
12,66,0,bicycle
12,66,1,car
12,67,0,bicycle
12,67,1,car
12,68,0,bicycle
12,68,1,car
12,69,0,bicycle
12,69,1,car
12,70,0,bicycle
12,70,1,car
12,71,0,bicycle
12,71,1,car
12,72,0,bicycle
12,72,1,car
12,73,0,bicycle
12,73,1,car
12,74,0,bicycle
12,74,1,car
12,75,0,bicycle
12,75,1,car
12,76,0,bicycle
12,76,1,car
12,77,0,bicycle
12,77,1,car
12,78,0,bicycle
12,78,1,car
12,79,0,bicycle
12,79,1,car
12,80,0,bicycle
12,80,1,car
12,81,0,bicycle
12,81,1,car
12,82,0,bicycle
12,82,1,car
12,83,0,bicycle
12,83,1,car
12,84,0,bicycle
12,84,1,car
12,85,0,bicycle
12,85,1,car
12,86,0,bicycle
12,86,1,car
12,87,0,bicycle
12,87,1,car
12,88,0,bicycle
12,88,1,car
12,89,0,bicycle
12,89,1,car
12,90,0,bicycle
12,90,1,car
12,91,0,bicycle
12,91,1,car
12,92,0,bicycle
12,92,1,car
12,93,0,bicycle
12,93,1,car
12,94,0,bicycle
12,94,1,car
12,95,0,bicycle
12,95,1,car
12,96,0,bicycle
12,96,1,car
12,97,0,bicycle
12,97,1,car
12,98,0,bicycle
12,98,1,car
12,99,0,bicycle
12,99,1,car
13,0,0,car
13,0,1,bicycle
13,1,0,car
13,1,1,bicycle
13,2,0,car
13,2,1,bicycle
13,3,0,car
13,3,1,bicycle
13,4,0,car
13,4,1,bicycle
13,5,0,car
13,5,1,bicycle
13,6,0,car
13,6,1,bicycle
13,7,0,car
13,7,1,bicycle
13,8,0,car
13,8,1,bicycle
13,9,0,car
13,9,1,bicycle
13,10,0,car
13,10,1,bicycle
13,11,0,car
13,11,1,bicycle
13,12,0,car
13,12,1,bicycle
13,13,0,car
13,13,1,bicycle
13,14,0,car
13,14,1,bicycle
13,15,0,car
13,15,1,bicycle
13,16,0,car
13,16,1,bicycle
13,17,0,car
13,17,1,bicycle
13,18,0,car
13,18,1,bicycle
13,19,0,car
13,19,1,bicycle
13,20,0,car
13,20,1,bicycle
13,21,0,car
13,21,1,bicycle
13,22,0,car
13,22,1,bicycle
13,23,0,car
13,23,1,bicycle
13,24,0,car
13,24,1,bicycle
13,25,0,car
13,25,1,bicycle
13,26,0,car
13,26,1,bicycle
13,27,0,car
13,27,1,bicycle
13,28,0,car
13,28,1,bicycle
13,29,0,car
13,29,1,bicycle
13,30,0,car
13,30,1,bicycle
13,31,0,car
13,31,1,bicycle
13,32,0,car
13,32,1,bicycle
13,33,0,car
13,33,1,bicycle
13,34,0,car
13,34,1,bicycle
13,35,0,car
13,35,1,bicycle
13,36,0,car
13,36,1,bicycle
13,37,0,car
13,37,1,bicycle
13,38,0,car
13,38,1,bicycle
13,39,0,car
13,39,1,bicycle
13,40,0,car
13,40,1,bicycle
13,41,0,car
13,41,1,bicycle
13,42,0,car
13,42,1,bicycle
13,43,0,car
13,43,1,bicycle
13,44,0,car
13,44,1,bicycle
13,45,0,car
13,45,1,bicycle
13,46,0,car
13,46,1,bicycle
13,47,0,car
13,47,1,bicycle
13,48,0,car
13,48,1,bicycle
13,49,0,car
13,49,1,bicycle
13,50,0,car
13,50,1,bicycle
13,51,0,car
13,51,1,bicycle
13,52,0,car
13,52,1,bicycle
13,53,0,car
13,53,1,bicycle
13,54,0,car
13,54,1,bicycle
13,55,0,car
13,55,1,bicycle
13,56,0,car
13,56,1,bicycle
13,57,0,car
13,57,1,bicycle
13,58,0,car
13,58,1,bicycle
13,59,0,car
13,59,1,bicycle
13,60,0,car
13,60,1,bicycle
13,61,0,car
13,61,1,bicycle
13,62,0,car
13,62,1,bicycle
13,63,0,car
13,63,1,bicycle
13,64,0,car
13,64,1,bicycle
13,65,0,car
13,65,1,bicycle
13,66,0,car
13,66,1,bicycle
13,67,0,car
13,67,1,bicycle
13,68,0,car
13,68,1,bicycle
13,69,0,car
13,69,1,bicycle
13,70,0,car
13,70,1,bicycle
13,71,0,car
13,71,1,bicycle
13,72,0,car
13,72,1,bicycle
13,73,0,car
13,73,1,bicycle
13,74,0,car
13,74,1,bicycle
13,75,0,car
13,75,1,bicycle
13,76,0,car
13,76,1,bicycle
13,77,0,car
13,77,1,bicycle
13,78,0,car
13,78,1,bicycle
13,79,0,car
13,79,1,bicycle
13,80,0,car
13,80,1,bicycle
13,81,0,car
13,81,1,bicycle
13,82,0,car
13,82,1,bicycle
13,83,0,car
13,83,1,bicycle
13,84,0,car
13,84,1,bicycle
13,85,0,car
13,85,1,bicycle
13,86,0,car
13,86,1,bicycle
13,87,0,car
13,87,1,bicycle
13,88,0,car
13,88,1,bicycle
13,89,0,car
13,89,1,bicycle
13,90,0,car
13,90,1,bicycle
13,91,0,car
13,91,1,bicycle
13,92,0,car
13,92,1,bicycle
13,93,0,car
13,93,1,bicycle
13,94,0,car
13,94,1,bicycle
13,95,0,car
13,95,1,bicycle
13,96,0,car
13,96,1,bicycle
13,97,0,car
13,97,1,bicycle
13,98,0,car
13,98,1,bicycle
13,99,0,car
13,99,1,bicycle
14,0,0,car
14,0,1,bicycle
14,1,0,car
14,1,1,bicycle
14,2,0,car
14,2,1,bicycle
14,3,0,car
14,3,1,bicycle
14,4,0,car
14,4,1,bicycle
14,5,0,car
14,5,1,bicycle
14,6,0,car
14,6,1,bicycle
14,7,0,car
14,7,1,bicycle
14,8,0,car
14,8,1,bicycle
14,9,0,car
14,9,1,bicycle
14,10,0,car
14,10,1,bicycle
14,11,0,car
14,11,1,bicycle
14,12,0,car
14,12,1,bicycle
14,13,0,car
14,13,1,bicycle
14,14,0,car
14,14,1,bicycle
14,15,0,car
14,15,1,bicycle
14,16,0,car
14,16,1,bicycle
14,17,0,car
14,17,1,bicycle
14,18,0,car
14,18,1,bicycle
14,19,0,car
14,19,1,bicycle
14,20,0,car
14,20,1,bicycle
14,21,0,car
14,21,1,bicycle
14,22,0,car
14,22,1,bicycle
14,23,0,car
14,23,1,bicycle
14,24,0,car
14,24,1,bicycle
14,25,0,car
14,25,1,bicycle
14,26,0,car
14,26,1,bicycle
14,27,0,car
14,27,1,bicycle
14,28,0,car
14,28,1,bicycle
14,29,0,car
14,29,1,bicycle
14,30,0,car
14,30,1,bicycle
14,31,0,car
14,31,1,bicycle
14,32,0,car
14,32,1,bicycle
14,33,0,car
14,33,1,bicycle
14,34,0,car
14,34,1,bicycle
14,35,0,car
14,35,1,bicycle
14,36,0,car
14,36,1,bicycle
14,37,0,car
14,37,1,bicycle
14,38,0,car
14,38,1,bicycle
14,39,0,car
14,39,1,bicycle
14,40,0,car
14,40,1,bicycle
14,41,0,car
14,41,1,bicycle
14,42,0,car
14,42,1,bicycle
14,43,0,car
14,43,1,bicycle
14,44,0,car
14,44,1,bicycle
14,45,0,car
14,45,1,bicycle
14,46,0,car
14,46,1,bicycle
14,47,0,car
14,47,1,bicycle
14,48,0,car
14,48,1,bicycle
14,49,0,car
14,49,1,bicycle
14,50,0,car
14,50,1,bicycle
14,51,0,car
14,51,1,bicycle
14,52,0,car
14,52,1,bicycle
14,53,0,car
14,53,1,bicycle
14,54,0,car
14,54,1,bicycle
14,55,0,car
14,55,1,bicycle
14,56,0,car
14,56,1,bicycle
14,57,0,car
14,57,1,bicycle
14,58,0,car
14,58,1,bicycle
14,59,0,car
14,59,1,bicycle
14,60,0,car
14,60,1,bicycle
14,61,0,car
14,61,1,bicycle
14,62,0,car
14,62,1,bicycle
14,63,0,car
14,63,1,bicycle
14,64,0,car
14,64,1,bicycle
14,65,0,car
14,65,1,bicycle
14,66,0,car
14,66,1,bicycle
14,67,0,car
14,67,1,bicycle
14,68,0,car
14,68,1,bicycle
14,69,0,car
14,69,1,bicycle
14,70,0,car
14,70,1,bicycle
